image_id,source_item,pass_index,augmentation_seed,target_slot,difficulty,outside,assigned,query_id,score,bbox_iou,target_index,representative_error_px,full_error_px,error_delta_px,representative_error_x_px,representative_error_y_px,full_error_x_px,full_error_y_px,target_offset_norm_px,predicted_offset_norm_px,offset_error_px,offset_cosine,improved
373,182,3,11933,2,Hard,False,True,36,0.8275272250175476,0.7629617686402184,2,6.7233803346977385,6.7212790593439875,-0.002101275353751042,5.232858657836914,4.22149658203125,5.230018979345914,4.2216695357710705,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
373,182,3,11933,3,Hard,False,True,0,0.400312602519989,0.8335920814486464,3,5.168544264164244,5.168027700177263,-0.0005165639869808558,0.6291294097900391,5.1301116943359375,0.626289731299039,5.129938740596117,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
373,182,3,11933,4,Moderate,False,True,16,0.8990877866744995,0.9564629857066963,4,0.1572590880929262,0.15643377136228384,-0.0008253167306423725,0.05596160888671875,0.14696502685546875,0.053121930395718664,0.14713798059528926,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
373,182,18,68468,0,Hard,True,False,-1,nan,nan,0,,,,,,,,,,,,
373,182,18,68468,1,Hard,False,True,36,0.4303767681121826,0.8403858350549,1,12.18484451259813,12.182156729470831,-0.0026877831272980046,11.733369827270508,3.286102294921875,11.730530148779508,3.2862752486616955,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
373,182,18,68468,2,Hard,False,True,0,0.8824353814125061,0.7907918590177421,2,5.556800662345071,5.557980974999421,0.0011803126543501463,1.9925689697265625,5.187263488769531,1.9954086482175626,5.187436442509352,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
373,182,18,68468,3,Hard,False,True,47,0.3380390703678131,0.8719307006567818,3,3.4920844827716366,3.492785408051822,0.0007009252801855048,1.0632133483886719,3.3262939453125,1.066053026879672,3.3261209915726795,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
373,182,18,68468,4,Moderate,False,True,34,0.9015676975250244,0.9296761650864349,4,2.514994278060462,2.5178292976962577,0.002835019635795799,2.51434326171875,0.057220458984375,2.51718294020975,0.057047505244554486,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
455,230,10,38364,0,Hard,False,True,16,0.8315173983573914,0.8373804747999238,0,2.725269837511448,2.7225996198141207,-0.0026702176973274483,2.6104736328125,0.7826385498046875,2.6076339543215,0.782811503544508,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
455,230,10,38364,1,Moderate,False,True,49,0.6094341278076172,0.8239437040918484,1,3.027844882161005,3.025201692396005,-0.002643189765000109,2.8761672973632812,0.9463119506835938,2.873327618872281,0.9464849044234143,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
455,230,10,38364,2,Moderate,False,True,34,0.8185864090919495,0.66781318712739,2,4.8384521091386095,4.840773831591255,0.0023217224526455027,3.7707901000976562,3.0317916870117188,3.7736297785886563,3.0319646407515393,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
455,230,10,38364,3,Hard,False,True,15,0.95201176404953,0.8549615584209412,3,7.285646563381219,7.282864344213784,-0.0027822191674351515,7.204380035400391,1.0851516723632812,7.2015403569093905,1.0853246261031018,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
455,230,10,38364,4,Hard,False,True,0,0.7639395594596863,0.6936511643648765,4,25.45959245742802,25.462264205814694,0.0026717483866747216,24.397106170654297,7.278190612792969,24.399945849145297,7.278017659053148,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
455,230,10,38364,5,Hard,False,True,33,0.8879616856575012,0.8291958925956155,5,3.2369220713410343,3.2361245329508606,-0.0007975383901737132,1.0959243774414062,3.0457534790039062,1.0930846989504062,3.0459264327437268,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
455,230,10,38364,6,Easy,False,True,17,0.9393078684806824,0.9115965600708853,6,3.0357941104014983,3.0378853608435,0.0020912504420018685,2.101593017578125,2.1907424926757812,2.104432696069125,2.1909154464156018,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
455,230,10,38364,7,Moderate,True,True,21,0.45231834053993225,0.6793442524754854,7,40.87682678274367,28.034997450773094,-12.841829331970576,40.86940288543701,0.779022216796875,27.997467517852783,1.4501360803842545,18.35809083448642,12.889418680652938,5.578754967082316,0.9974302562169569,True
463,233,6,23291,2,Easy,False,True,35,0.8892854452133179,0.9106927244718818,0,1.2678293909138572,1.2686655447589652,0.0008361538451080452,0.4443359375,1.1874160766601562,0.4471756159910001,1.1872431229203357,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
463,233,6,23291,3,Moderate,False,True,27,0.8450872302055359,0.8576482943297322,1,3.3240035584040566,3.3211765085142906,-0.002827049889766009,3.3196258544921875,0.17053985595703125,3.3167861760011874,0.17071280969685176,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
463,233,6,23291,4,Moderate,False,True,3,0.830247700214386,0.8010572750566224,2,17.139911278759026,17.137066552915982,-0.0028447258430439604,17.0941162109375,1.2520980834960938,17.0912765324465,1.2519251297562732,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
463,233,6,23291,5,Moderate,True,True,44,0.2012682855129242,0.5677276060578883,3,13.880781188156378,0.23148097226304437,-13.649300215893334,13.812942504882812,1.3706588745117188,0.1234889030456543,0.19579052925109863,4.25727990175971,13.73977640085703,9.617273377424349,0.9779959986717887,True
494,251,15,57230,0,Easy,False,True,37,0.8995327353477478,0.915179310780194,0,0.5739743104643471,0.5747849902563115,0.0008106797919643638,0.12847900390625,0.5594100952148438,0.13131868239725009,0.5595830489546643,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
494,251,15,57230,1,Hard,True,True,21,0.22205090522766113,0.7659229712154564,1,35.77806399069574,17.07831973903236,-18.699744251663382,35.72140574455261,2.0127182006835938,16.121827363967896,5.635218501091003,20.409373190234348,19.93153233254121,1.5664200129683692,0.9972647566002093,True
494,251,15,57230,2,Moderate,False,True,47,0.9171882271766663,0.872365616584552,2,3.906623645735897,3.9091644102330894,0.002540764497192427,3.5890769958496094,1.5428009033203125,3.5919166743406095,1.542627949580492,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
494,251,15,57230,3,Moderate,False,True,15,0.7814257740974426,0.7788998276028669,3,5.575582986491776,5.578379803650681,0.0027968171589050073,5.533180236816406,0.6863250732421875,5.536019915307406,0.686152119502367,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
494,251,15,57230,4,Moderate,False,True,16,0.39656615257263184,0.8470989004979216,4,1.4482371447091784,1.445982717644637,-0.0022544270645414866,1.092376708984375,0.9508438110351562,1.089537030493375,0.9506708572953357,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
628,315,12,45987,2,Easy,False,True,16,0.9466695189476013,0.9709730686559531,0,1.0840078030236788,1.0866017844906024,0.0025939814669235783,1.0134124755859375,0.384796142578125,1.0162521540769376,0.3846231888383045,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,12,45987,3,Hard,False,True,34,0.8817059993743896,0.965385516986025,1,0.7765796496994655,0.7786142407817943,0.0020345910823288405,0.586700439453125,0.5087814331054688,0.5895401179441251,0.5086084793656482,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,12,45987,4,Hard,False,True,37,0.6179602146148682,0.9646830317344105,2,0.3014496708330321,0.2992598869224831,-0.0021897839105489703,0.24383544921875,0.17724609375,0.24099577072774991,0.1774190474898205,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
628,315,12,45987,5,Hard,False,True,49,0.7235069274902344,0.9455938840396108,3,0.7149095355181945,0.7122859782479497,-0.0026235572702447696,0.675048828125,0.235382080078125,0.6722091496339999,0.2355550338179455,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
628,315,12,45987,6,Moderate,False,True,12,0.924362301826477,0.8579943878655385,4,5.931932169265692,5.934691097196549,0.0027589279308575243,5.653839111328125,1.7949714660644531,5.656678789819125,1.7951444198042736,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,12,45987,7,Hard,False,False,-1,nan,nan,5,,,,,,,,,,,,
628,315,12,45987,8,Moderate,True,False,-1,nan,nan,6,,,,,,,,,,,,
628,315,12,45987,9,Hard,False,True,9,0.39635881781578064,0.7317150955696948,7,3.981224527418871,3.9832385319589005,0.002014004540029646,2.9834747314453125,2.6361007690429688,2.9863144099363126,2.6359278153031482,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,12,45987,10,Hard,False,False,-1,nan,nan,8,,,,,,,,,,,,
628,315,12,45987,11,Hard,False,False,-1,nan,nan,9,,,,,,,,,,,,
628,315,12,45987,12,Moderate,False,True,28,0.23170699179172516,0.7159244303813632,10,4.8084185332771785,4.811183878486358,0.0027653452091795927,4.733848571777344,0.8435440063476562,4.736688250268344,0.8433710526078357,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,12,45987,13,Hard,False,True,25,0.3010771870613098,0.724539973044304,11,4.239989116100492,4.2428326175194915,0.0028435014189991392,4.2382049560546875,0.12298965454101562,4.241044634545688,0.12316260828083614,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,2,Easy,False,True,4,0.9476965665817261,0.9774949924177883,0,0.36816431625443474,0.37098062102277307,0.002816304768338329,0.36693572998046875,0.03005218505859375,0.36977540847146884,0.029879231318773236,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,3,Hard,False,True,11,0.8979789018630981,0.9391167514112675,1,1.621136474279763,1.6239687369693128,0.002832262689549836,1.6202163696289062,0.0546112060546875,1.6230560481199063,0.054438252314866986,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,4,Hard,False,True,45,0.7985155582427979,0.9279688900821734,2,1.0999009159481996,1.097852006363311,-0.0020489095848885697,0.83770751953125,0.7127609252929688,0.8348678410402499,0.7129338790327893,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
628,315,16,61063,5,Hard,False,True,37,0.9096793532371521,0.8680273309569567,3,2.192297493375246,2.1899268450533933,-0.002370648321852631,1.8975067138671875,1.0980148315429688,1.8946670353761874,1.0981877852827893,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
628,315,16,61063,6,Moderate,False,True,12,0.9065011739730835,0.8356421299714935,4,6.25365959821208,6.25632379716402,0.0026641989519404774,5.71197509765625,2.5458984375,5.71481477614725,2.5460713912398205,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,7,Hard,False,True,27,0.22421129047870636,0.0,5,132.8935350644641,132.89634127393157,0.002806209467479448,132.17041015625,13.844650268554688,132.173249834741,13.844477314814867,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,8,Moderate,True,False,-1,nan,nan,6,,,,,,,,,,,,
628,315,16,61063,9,Hard,False,True,40,0.3201577365398407,0.6874171923637138,7,7.818106605409928,7.820798850300311,0.002692244890383222,7.538299560546875,2.0728797912597656,7.541139239037875,2.072706837519945,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,10,Hard,False,False,-1,nan,nan,8,,,,,,,,,,,,
628,315,16,61063,11,Hard,False,False,-1,nan,nan,9,,,,,,,,,,,,
628,315,16,61063,12,Moderate,False,True,49,0.381334513425827,0.8833873871860147,10,1.7788068474132217,1.7815294897129967,0.0027226422997750355,1.7304611206054688,0.411895751953125,1.7333007990964688,0.4117227982133045,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
628,315,16,61063,13,Hard,False,True,25,0.45072874426841736,0.7650757795445344,11,3.569217999151381,3.571943294528796,0.002725295377415282,3.4749603271484375,0.8148422241210938,3.4778000056394376,0.8146692703812732,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,3,12087,0,Easy,False,True,35,0.921098530292511,0.9221024296630403,0,7.29668777102084,7.294112952805937,-0.0025748182149030185,6.780548095703125,2.6955184936523438,6.777708417212125,2.6956914473921643,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,3,12087,1,Hard,True,False,-1,nan,nan,1,,,,,,,,,,,,
677,336,3,12087,3,Hard,False,True,25,0.914129912853241,0.8638029670484254,2,4.89147630232425,4.888666740843222,-0.0028095614810279557,4.7750091552734375,1.0610504150390625,4.772169476782437,1.060877461299242,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,3,12087,4,Easy,False,True,4,0.9170909523963928,0.940928655054892,3,3.591763802032424,3.5889890118094288,-0.002774790222995094,3.5449600219726562,0.5779495239257812,3.542120343481656,0.5781224776656018,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,3,12087,5,Moderate,False,True,16,0.8946185111999512,0.965655843530457,4,0.3798571502247749,0.37802383229199965,-0.001833317932775247,0.22754669189453125,0.30416107177734375,0.22470701340353116,0.30398811803752324,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,3,12087,6,Moderate,False,True,27,0.9124279618263245,0.746956717169725,5,8.133559110913358,8.130781201953985,-0.002777908959373576,8.033981323242188,1.268829345703125,8.031141644751187,1.2690022994429455,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,3,12087,7,Hard,False,True,34,0.9134796857833862,0.8508050877963576,6,3.739317991699791,3.7420491141103684,0.002731122410577491,3.519287109375,1.2637710571289062,3.522126787866,1.2639440108687268,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,3,12087,8,Hard,False,True,17,0.26673823595046997,0.7659559313801697,7,2.086128158857565,2.087570113053637,0.0014419541960721816,0.944976806640625,1.8598251342773438,0.9478164851316251,1.8599980880171643,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,7,27163,0,Easy,False,True,30,0.9171653389930725,0.901361419530101,0,8.256499300537065,8.25370799165618,-0.0027913088808855235,8.182907104492188,1.09991455078125,8.180067426001187,1.1000875045210705,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,7,27163,1,Hard,True,False,-1,nan,nan,1,,,,,,,,,,,,
677,336,7,27163,3,Hard,False,True,18,0.8987805247306824,0.8677770240468324,2,4.074716225318581,4.07199055429245,-0.0027256710261314154,3.825836181640625,1.4022445678710938,3.822996503149625,1.4020716141312732,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,7,27163,4,Easy,False,True,15,0.9029366374015808,0.9492855323592093,3,2.9013825680756953,2.8986014333141754,-0.0027811347615198656,2.7939987182617188,0.78204345703125,2.7911590397707187,0.7818705032914295,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,7,27163,5,Moderate,False,True,4,0.8450465202331543,0.9025063737078622,4,1.427142484698215,1.4283554485031096,0.0012129638048945512,0.6847000122070312,1.252166748046875,0.6875396906980313,1.2519937943070545,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,7,27163,6,Moderate,False,True,17,0.9091607332229614,0.7413590740856667,5,7.881708191123211,7.878871429771148,-0.002836761352063455,7.880821228027344,0.1182403564453125,7.877981549536344,0.11841331018513301,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,7,27163,7,Hard,False,True,16,0.832724928855896,0.8188746684110743,6,5.100381136542061,5.1032085864737775,0.0028274499317166857,5.025291442871094,0.8719711303710938,5.028131121362094,0.8721440841109143,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,7,27163,8,Hard,False,True,28,0.4761815369129181,0.7909690770992809,7,2.783929560247667,2.7813389086162226,-0.0025906516314444517,2.600555419921875,0.9936676025390625,2.597715741430875,0.993840556278883,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,13,49777,0,Easy,False,True,35,0.9070698022842407,0.8857043733313104,0,6.000397444422474,5.997874535263961,-0.0025229091585137198,5.480194091796875,2.443817138671875,5.477354413305875,2.4439900924116955,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,13,49777,1,Hard,True,False,-1,nan,nan,1,,,,,,,,,,,,
677,336,13,49777,3,Hard,False,True,27,0.8861541152000427,0.872072982377563,2,5.529185063730221,5.526342494772668,-0.002842568957553304,5.500640869140625,0.5611038208007812,5.497801190649625,0.5609308670609607,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,13,49777,4,Easy,False,True,15,0.913479745388031,0.9492437262343104,3,3.203312075581051,3.200470983103704,-0.002841092477347207,3.1829452514648438,0.36064910888671875,3.1801055729738437,0.36047615514689824,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,13,49777,5,Moderate,False,True,16,0.7354628443717957,0.9726408929765853,4,0.49508624437472937,0.4975804064890354,0.002494162114306031,0.44742584228515625,0.211944580078125,0.45026552077615634,0.2117716263383045,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,13,49777,6,Moderate,False,True,18,0.9228797554969788,0.7522762795519212,5,8.226130996027445,8.223305758413412,-0.0028252376140329716,8.212814331054688,0.4678802490234375,8.209974652563687,0.468053202763258,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,13,49777,7,Hard,False,True,11,0.8927176594734192,0.8263654974816038,6,4.625224116195952,4.628043414538027,0.0028192983420751716,4.537353515625,0.8972854614257812,4.540193194116,0.8974584151656018,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,13,49777,8,Hard,False,False,-1,nan,nan,7,,,,,,,,,,,,
677,336,18,68622,0,Easy,False,True,38,0.9245993494987488,0.9131147828351899,0,7.150010664001706,7.147437925825514,-0.0025727381761919688,6.63970947265625,2.6527175903320312,6.63686979416525,2.6528905440718518,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,18,68622,1,Hard,True,True,21,0.3034784495830536,0.8011340164674867,1,17.38737854673761,4.196586067121047,-13.190792479616565,17.332552075386047,1.37969970703125,4.158555865287781,0.5636911690235138,2.9945767633942486,13.199244147972452,10.204780693920037,0.9999707461877831,True
677,336,18,68622,3,Hard,False,True,30,0.8770206570625305,0.8480525240468793,2,5.379283137699016,5.376438680348598,-0.0028444573504176063,5.362396240234375,0.4259033203125,5.359556561743375,0.4257303665726795,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,18,68622,4,Easy,False,True,4,0.9109990000724792,0.9273258523537845,3,4.508478664520299,4.505864802997229,-0.0026138615230708595,4.243011474609375,1.5242156982421875,4.240171796118375,1.524388651982008,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,18,68622,5,Moderate,False,True,11,0.8595806360244751,0.9561598930610917,4,0.3917843093192947,0.39017672332712716,-0.0016075859921675373,0.20233154296875,0.3354949951171875,0.19949186447774991,0.335322041377367,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,18,68622,6,Moderate,False,True,27,0.9180961847305298,0.748229841646937,5,8.14216348768112,8.13937907354918,-0.0027844141319395277,8.055801391601562,1.1827468872070312,8.052961713110562,1.1829198409468518,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
677,336,18,68622,7,Hard,False,True,45,0.8814093470573425,0.8192718476047557,6,4.87553615366289,4.878266967943041,0.002730814280151428,4.588050842285156,1.6494369506835938,4.590890520776156,1.6496099044234143,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
677,336,18,68622,8,Hard,False,True,18,0.42900028824806213,0.7421378117334932,7,2.9934173630046215,2.992222556893487,-0.0011948061111346497,1.4211273193359375,2.6345672607421875,1.4182876408449374,2.634740214482008,0.0,0.0028449405843297376,0.0028449405843297376,nan,True
737,364,1,4577,1,Hard,True,True,36,0.49889659881591797,0.41314174112418484,0,151.516714670305,144.93972023025924,-6.576994440045752,150.9784233570099,12.760505676269531,144.35084223747253,13.052082046866417,12.431474512113194,6.633991880906883,5.806413142135976,0.9993717209904793,True
737,364,1,4577,3,Hard,False,True,47,0.7775700688362122,0.6853794630160661,1,21.938315006454257,21.940945135355044,0.0026301289007868434,20.752544403076172,7.1148834228515625,20.755384081567172,7.114710469111742,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
737,364,1,4577,4,Hard,False,True,4,0.707098126411438,0.6667557140848858,2,16.825573078382575,16.82841026926824,0.0028371908856641426,16.673240661621094,2.25897216796875,16.676080340112094,2.2591451217085705,0.0,0.0028449405843297376,0.0028449405843297376,nan,False
